,y_i,fold
175,0.2160522,E
176,0.18582097,E
177,0.16023082,E
178,0.14482123,E
179,0.1670229,E
180,0.3820683,E
181,0.18432572,E
182,0.16585605,E
183,0.17257126,E
184,0.15777376,E
185,0.1365928,E
186,0.24933866,E
187,0.18877646,E
188,0.17437713,E
189,0.17897731,E
190,0.16858146,E
191,0.17460757,E
192,0.5803008,E
193,0.5584129,E
194,0.48184603,E
195,0.44995862,E
196,0.40269738,E
197,0.40894097,E
198,0.517777,E
199,0.5329679,E
200,0.29801232,E
201,0.26383907,E
202,0.16891271,E
203,0.22272924,E
204,0.17298679,E
205,0.13452077,E
206,0.1634274,E
207,0.15544762,E
208,0.15931518,E
209,0.16417803,E
210,0.23860627,E
211,0.14313336,E
212,0.39135855,E
213,0.376305,E
214,0.15499716,E
215,0.15369356,E
216,0.15156716,E
217,0.15717494,E
218,0.1421563,E
219,0.14050797,E
220,0.18288922,E
221,0.15451968,E
222,0.16281839,E
223,0.15454248,E
224,0.16411074,E
225,0.15430067,E
226,0.16341755,E
227,0.16303504,E
228,0.16149673,E
229,0.15835068,E
230,0.16415815,E
231,0.38002527,E
232,0.3922449,E
233,0.38523942,E
234,0.37998772,E
235,0.3948633,E
236,0.3900336,E
237,0.3972187,E
238,0.38436678,E
239,0.3932767,E
240,0.38081825,E
241,0.5959784,E
242,0.6566611,E
243,0.5642308,E
244,0.6265933,E
245,0.17530501,E
246,0.17581013,E
247,0.16149719,E
248,0.17162195,E
249,0.18274316,E
250,0.19926292,E
251,0.17971875,E
252,0.15749907,E
253,0.16085394,E
254,0.16481939,E
255,0.23894918,E
256,0.1735529,E
257,0.15821257,E
258,0.2162072,E
259,0.22938618,E
260,0.24432759,E
261,0.29596972,E
262,0.32530314,E
263,0.338835,E
264,0.18973243,E
265,0.15432876,E
266,0.16482309,E
267,0.15342724,E
268,0.125105,E
269,0.21306372,E
270,0.20649007,E
271,0.21125785,E
272,0.20501892,E
273,0.11207561,E
274,0.12344388,E
275,0.13871337,E
276,0.15193781,E
277,0.16976702,E
278,0.2991544,E
279,0.44754365,E
280,0.16334046,E
281,0.16046685,E
282,0.1606988,E
283,0.20618594,E
284,0.1646914,E
285,0.44941843,E
286,0.4140803,E
287,0.33693495,E
288,0.13192594,E
289,0.6398213,E
290,0.63796556,E
291,0.63742125,E
292,0.62739,E
293,0.6364926,E
294,0.6323637,E
295,0.6242049,E
296,0.5414126,E
297,0.67742246,E
298,0.6561395,E
299,0.63582265,E
300,0.6347225,E
301,0.6480952,E
302,0.65144336,E
303,0.6180614,E
304,0.6436005,E
305,0.6358197,E
306,0.63244313,E
307,0.6260747,E
308,0.632367,E
309,0.63588524,E
310,0.6113672,E
311,0.6240442,E
312,0.62174886,E
313,0.61943585,E
314,0.61170316,E
315,0.62806314,E
316,0.6114321,E
317,0.54468864,E
318,0.57842267,E
319,0.521659,E
320,0.5520752,E
321,0.5813018,E
322,0.5034683,E
323,0.5575888,E
324,0.66865504,E
325,0.6588338,E
326,0.30388188,E
327,0.3397633,E
328,0.5504038,E
329,0.5624885,E
330,0.42226636,E
331,0.42483562,E
332,0.42959988,E
333,0.43627173,E
334,0.43997818,E
335,0.43767825,E
336,0.4344524,E
337,0.60935485,E
338,0.6240442,E
339,0.63547575,E
340,0.62346566,E
341,0.5620665,E
342,0.6206973,E
343,0.59120435,E
344,0.60285443,E
345,0.4295705,E
346,0.43911678,E
347,0.22507784,E
348,0.18588285,E
349,0.22215483,E
350,0.3757382,E
351,0.43260497,E
352,0.44509524,E
353,0.17213209,E
354,0.4523385,E
355,0.15627712,E
356,0.41310477,E
357,0.17879783,E
358,0.17899667,E
359,0.25645733,E
360,0.3082661,E
361,0.18158105,E
362,0.38575262,E
363,0.3327431,E
364,0.36431214,E
365,0.39348295,E
366,0.60743314,E
367,0.47279432,E
368,0.34199724,E
369,0.5771333,E
370,0.3978247,E
371,0.25432563,E
372,0.57806945,E
373,0.24346048,E
374,0.26585388,E
375,0.26602757,E
376,0.35044014,E
377,0.37764347,E
378,0.3577841,E
379,0.56730646,E
380,0.24354619,E
381,0.2727334,E
382,0.37963837,E
383,0.44158456,E
384,0.48188052,E
385,0.4494107,E
386,0.50321615,E
387,0.48820987,E
388,0.23005618,E
389,0.4890712,E
390,0.16185582,E
391,0.40316272,E
392,0.18895671,E
393,0.54130316,E
394,0.53325444,E
395,0.52267087,E
396,0.53396136,E
397,0.41284314,E
398,0.5269294,E
399,0.3019594,E
400,0.52155715,E
401,0.47370094,E
402,0.490958,E
403,0.15501562,E
404,0.5216886,E
405,0.39860126,E
406,0.30701563,E
407,0.24679995,E
408,0.3796883,E
409,0.36981744,E
410,0.4129743,E
411,0.40332142,E
412,0.37179825,E
413,0.3560515,E
414,0.38615292,E
415,0.22902505,E
416,0.21228728,E
417,0.29096872,E
418,0.18230996,E
419,0.30270952,E
420,0.20268206,E
421,0.20657691,E
422,0.13717766,E
423,0.16514513,E
424,0.28594983,E
425,0.1894808,E
426,0.29005414,E
427,0.29381952,E
428,0.16318902,E
429,0.23673682,E
430,0.2402658,E
431,0.18746734,E
432,0.18536294,E
433,0.22269633,E
434,0.18926337,E
435,0.16753998,E
436,0.2221016,E
437,0.4847625,E
438,0.16457497,E
439,0.20348305,E
440,0.17024925,E
441,0.3418676,E
442,0.22538461,E
443,0.20244676,E
444,0.4720432,E
445,0.43413585,E
446,0.22128643,E
447,0.28092957,E
448,0.2570488,E
449,0.19954073,E
450,0.20065728,E
451,0.20493878,E
452,0.21680462,E
453,0.24345629,E
454,0.22379467,E
455,0.18748899,E
456,0.30503818,E
457,0.24974798,E
458,0.2594807,E
459,0.30164772,E
460,0.34919393,E
461,0.28674257,E
462,0.3089467,E
463,0.3055702,E
464,0.2860366,E
465,0.32280463,E
466,0.3275548,E
467,0.3262973,E
468,0.23849818,E
469,0.44597846,E
470,0.5171354,E
471,0.51192456,E
472,0.32009414,E
473,0.21573657,E
474,0.51794183,E
475,0.5032435,E
476,0.46822828,E
477,0.21097529,E
478,0.39918968,E
479,0.23781423,E
480,0.28586102,E
481,0.3740021,E
482,0.48313725,E
483,0.22372216,E
484,0.518193,E
485,0.27370977,E
486,0.5190363,E
487,0.31738013,E
488,0.16871452,E
489,0.2417626,E
490,0.25647134,E
491,0.37526476,E
492,0.40081358,E
493,0.22886202,E
494,0.35864946,E
495,0.28172916,E
496,0.331966,E
497,0.25463304,E
498,0.25275925,E
499,0.30618,E
500,0.24557962,E
501,0.27600944,E
502,0.2825156,E
503,0.28824753,E
504,0.19676879,E
505,0.3094163,E
506,0.42978978,E
507,0.4167811,E
508,0.38856012,E
509,0.30215216,E
510,0.29091457,E
511,0.33659953,E
512,0.17225869,E
513,0.33175355,E
514,0.27736712,E
515,0.29916787,E
516,0.4064232,E
517,0.31782478,E
518,0.6634587,E
519,0.2884546,E
520,0.25335813,E
521,0.41368914,E
522,0.31712085,E
523,0.6101526,E
524,0.25361866,E
525,0.44969904,E
526,0.32671833,E
527,0.3021828,E
528,0.7402303,E
529,0.30212432,E
530,0.70571697,E
531,0.7056535,E
532,0.605643,E
533,0.4969757,E
534,0.386428,E
535,0.56186944,E
536,0.3560766,E
537,0.72572494,E
538,0.2983096,E
539,0.360421,E
540,0.60357594,E
541,0.31943458,E
542,0.39533573,E
543,0.15876961,E
544,0.2618328,E
545,0.33674628,E
546,0.17598942,E
547,0.21615249,E
548,0.29630983,E
549,0.21614018,E
550,0.14166681,E
551,0.41726983,E
552,0.1836712,E
553,0.21954629,E
554,0.29396814,E
555,0.42035368,E
556,0.20398523,E
557,0.21277046,E
558,0.305332,E
559,0.25226417,E
560,0.18562706,E
561,0.51014173,E
562,0.18007699,E
563,0.18405941,E
564,0.4934671,E
565,0.4982468,E
566,0.21174353,E
567,0.49825215,E
568,0.42548665,E
569,0.43729135,E
570,0.48836142,E
571,0.18524969,E
572,0.16914397,E
573,0.3921606,E
574,0.2226133,E
575,0.49356312,E
576,0.16594598,E
577,0.48929137,E
578,0.46434647,E
579,0.17246808,E
580,0.49970278,E
581,0.510256,E
582,0.21323694,E
583,0.20102471,E
584,0.196361,E
585,0.47770226,E
586,0.47054803,E
587,0.48541456,E
588,0.43964237,E
589,0.49034727,E
590,0.43473846,E
591,0.16140562,E
592,0.22703864,E
593,0.29122555,E
594,0.27986252,E
595,0.41234994,E
596,0.15873162,E
597,0.44407427,E
598,0.22580576,E
599,0.23826616,E
600,0.2209885,E
601,0.2097542,E
602,0.16297746,E
603,0.4034714,E
604,0.17951453,E
605,0.20587467,E
606,0.41943157,E
607,0.1716769,E
608,0.423553,E
609,0.18727061,E
610,0.4759848,E
611,0.33113843,E
612,0.39838222,E
613,0.3805336,E
614,0.31139958,E
615,0.3371299,E
616,0.4605197,E
617,0.28386086,E
618,0.56661,E
619,0.45035627,E
620,0.2972526,E
621,0.40763947,E
622,0.5995356,E
623,0.600806,E
624,0.55015963,E
625,0.17874227,E
626,0.21979052,E
627,0.16335824,E
628,0.53441,E
629,0.27218622,E
630,0.31617868,E
631,0.22480297,E
632,0.19672501,E
633,0.16177726,E
634,0.2025446,E
635,0.42979044,E
636,0.18644941,E
637,0.45776922,E
638,0.27130002,E
639,0.20837861,E
640,0.16572021,E
641,0.15451816,E
642,0.1862298,E
643,0.20223355,E
644,0.21792132,E
645,0.49800354,E
646,0.3090014,E
647,0.1721335,E
648,0.43690324,E
649,0.28017512,E
650,0.40724456,E
651,0.22440289,E
652,0.49882913,E
653,0.48904273,E
654,0.27343118,E
655,0.46751922,E
656,0.4666787,E
657,0.16816655,E
658,0.461706,E
659,0.27877235,E
660,0.27776533,E
661,0.20446733,E
662,0.28893527,E
663,0.46731484,E
664,0.4780919,E
665,0.28186947,E
666,0.16832487,E
667,0.18302928,E
668,0.16366303,E
669,0.15994513,E
670,0.2123447,E
671,0.20551875,E
672,0.16379699,E
673,0.23018625,E
674,0.2616156,E
675,0.49526042,E
676,0.32404286,E
677,0.3308665,E
678,0.3194582,E
679,0.36082733,E
680,0.26419324,E
681,0.32057217,E
682,0.20109881,E
683,0.28462684,E
684,0.33797204,E
685,0.2533924,E
686,0.16920108,E
687,0.24557267,E
688,0.26587665,E
689,0.15990345,E
690,0.20931952,E
691,0.25177717,E
692,0.24718794,E
693,0.18094805,E
694,0.2317878,E
695,0.2360425,E
696,0.17110838,E
697,0.21997282,E
698,0.21642333,E
699,0.35697427,E
700,0.3264326,E
701,0.1879128,E
702,0.21020442,E
703,0.22984701,E
704,0.30916643,E
705,0.1714459,E
706,0.15925714,E
707,0.16362378,E
708,0.16908646,E
709,0.34212634,E
710,0.20987678,E
711,0.45322934,E
712,0.488735,E
713,0.5197172,E
714,0.4679784,E
715,0.48985595,E
716,0.3843078,E
717,0.51291245,E
718,0.48473477,E
719,0.4480039,E
720,0.50594616,E
721,0.5055274,E
722,0.4899112,E
723,0.24932493,E
724,0.4733373,E
725,0.4933439,E
726,0.53349984,E
727,0.44776416,E
728,0.4886979,E
729,0.5002891,E
730,0.21074694,E
731,0.5394331,E
732,0.36792594,E
733,0.26917496,E
734,0.310709,E
735,0.36079508,E
736,0.42081743,E
737,0.417286,E
738,0.38954282,E
739,0.20701933,E
740,0.18455915,E
741,0.23190388,E
742,0.29271293,E
743,0.23830241,E
744,0.35037288,E
745,0.22918135,E
746,0.35055202,E
747,0.41363722,E
748,0.37387332,E
749,0.22179884,E
750,0.3897809,E
751,0.31093156,E
752,0.20693398,E
753,0.19870543,E
754,0.21274842,E
755,0.33045018,E
756,0.19096778,E
757,0.3040474,E
758,0.36067352,E
759,0.21375564,E
760,0.16610283,E
761,0.2797845,E
762,0.24073653,E
763,0.30372596,E
764,0.36067352,E
765,0.19357204,E
766,0.17477049,E
767,0.23921987,E
768,0.24650882,E
769,0.13766941,E
770,0.22587058,E
771,0.20718002,E
772,0.25191796,E
773,0.20986897,E
774,0.24074,E
775,0.18195987,E
776,0.19539921,E
777,0.22934374,E
778,0.18063843,E
779,0.17829373,E
780,0.26364046,E
781,0.2515042,E
782,0.29051065,E
783,0.26285025,E
784,0.29308563,E
785,0.27712858,E
786,0.30407572,E
787,0.3154573,E
788,0.29166466,E
789,0.29486457,E
790,0.23887765,E
791,0.2497266,E
792,0.29051435,E
793,0.28872287,E
794,0.2829288,E
795,0.28869876,E
796,0.24002512,E
797,0.2500922,E
798,0.30047554,E
799,0.17347986,E
800,0.3304969,E
801,0.16367859,E
802,0.19659436,E
803,0.22080043,E
804,0.35882166,E
805,0.19098675,E
806,0.30018675,E
807,0.19439897,E
808,0.17204292,E
809,0.22634232,E
810,0.27208257,E
811,0.2605723,E
812,0.39512795,E
813,0.38353616,E
814,0.35421073,E
815,0.33426863,E
816,0.20541194,E
817,0.2505433,E
818,0.30840293,E
819,0.32107142,E
820,0.45579416,E
821,0.43781254,E
822,0.26712042,E
823,0.5280917,E
824,0.55108565,E
825,0.40352756,E
826,0.42405808,E
827,0.25213903,E
828,0.32826108,E
829,0.44398612,E
830,0.46464127,E
831,0.3957383,E
832,0.47933704,E
833,0.31323314,E
834,0.38282585,E
835,0.2710834,E
836,0.434953,E
837,0.4378125,E
838,0.3925376,E
839,0.39948532,E
840,0.48993516,E
841,0.42776623,E
842,0.25639042,E
843,0.25507873,E
844,0.34485438,E
845,0.45804465,E
846,0.45901844,E
847,0.51156604,E
848,0.4541401,E
849,0.4282984,E
850,0.35025278,E
851,0.42034194,E
852,0.4217298,E
853,0.5514115,E
854,0.43946302,E
855,0.45718488,E
856,0.461119,E
857,0.38025945,E
858,0.17798266,E
859,0.18631938,E
860,0.29060188,E
861,0.17344414,E
862,0.22288555,E
863,0.21526456,E
864,0.15571338,E
865,0.18922359,E
866,0.17018506,E
867,0.19208334,E
868,0.2701137,E
869,0.23531973,E
870,0.26151016,E
871,0.1906834,E
872,0.30244797,E
873,0.42542002,E
874,0.46744013,E
875,0.48962188,E
876,0.49459267,E
877,0.18173969,E
878,0.41340765,E
879,0.44000053,E
880,0.49442732,E
881,0.16120341,E
882,0.16414991,E
883,0.47618043,E
884,0.49071023,E
885,0.49762875,E
886,0.17611858,E
887,0.20095244,E
888,0.5074362,E
889,0.49999228,E
890,0.4779676,E
891,0.48878527,E
892,0.50629413,E
893,0.16320589,E
894,0.1657173,E
895,0.15166329,E
896,0.1650098,E
897,0.21381178,E
898,0.18052319,E
899,0.21387818,E
900,0.16344507,E
901,0.49195948,E
902,0.16844748,E
903,0.16039953,E
904,0.21642534,E
905,0.2305938,E
906,0.39418527,E
907,0.18014959,E
908,0.18352096,E
909,0.25649118,E
910,0.36758083,E
911,0.26729468,E
912,0.2213293,E
913,0.3989374,E
914,0.192821,E
915,0.30181265,E
916,0.27453768,E
917,0.6893767,E
918,0.37496698,E
919,0.27666834,E
920,0.50858974,E
921,0.27015322,E
922,0.6717551,E
923,0.27369225,E
924,0.6879044,E
925,0.47710574,E
926,0.6225436,E
927,0.28172162,E
928,0.5908217,E
929,0.2517333,E
930,0.24634883,E
931,0.33193135,E
932,0.250007,E
933,0.5715283,E
934,0.49274176,E
935,0.61539507,E
936,0.3338505,E
937,0.48761395,E
938,0.6064914,E
939,0.1937567,E
940,0.20298536,E
941,0.179427,E
942,0.17444678,E
943,0.15263866,E
944,0.17230064,E
945,0.18464038,E
946,0.16468754,E
947,0.18315162,E
948,0.38809556,E
949,0.38540915,E
950,0.3726598,E
951,0.40029332,E
952,0.46431658,E
953,0.3870228,E
954,0.17368634,E
955,0.26709342,E
956,0.2394163,E
957,0.47836924,E
958,0.37887305,E
959,0.22834495,E
960,0.39855078,E
961,0.17371249,E
962,0.4552518,E
963,0.43006945,E
964,0.37156674,E
965,0.40570703,E
966,0.16542728,E
967,0.41184396,E
968,0.394779,E
969,0.23636925,B
970,0.15278937,B
971,0.2538011,B
972,0.21816543,B
973,0.1963327,B
974,0.2696463,B
975,0.24445382,B
976,0.19768709,B
977,0.39962524,B
978,0.29143068,B
979,0.27952373,B
980,0.28976765,B
981,0.3564088,B
982,0.19145435,B
983,0.21383691,B
984,0.20478088,B
985,0.23099086,B
986,0.23690432,B
987,0.22199345,B
988,0.1952846,B
989,0.29004875,B
990,0.2857913,B
991,0.3301766,B
992,0.21934977,B
993,0.20734419,B
994,0.22483088,B
995,0.22727937,B
996,0.24027519,B
997,0.25861442,B
998,0.2913948,B
999,0.22817498,B
1000,0.18247893,B
1001,0.2502889,B
1002,0.3205264,B
1003,0.15254456,B
1004,0.24016015,B
1005,0.15585564,B
1006,0.34027362,B
1007,0.30073598,B
1008,0.33848646,B
1009,0.45027635,B
1010,0.2825498,B
1011,0.33191708,B
1012,0.30782193,B
1013,0.31925184,B
1014,0.29180795,B
1015,0.3449583,B
1016,0.46902382,B
1017,0.34371313,B
1018,0.46294752,B
1019,0.47562817,B
1020,0.47092572,B
1021,0.38066134,B
1022,0.2655658,B
1023,0.46000805,B
1024,0.26160905,B
1025,0.26837096,B
1026,0.308662,B
1027,0.45349103,B
1028,0.4775526,B
1029,0.24791104,B
1030,0.2891193,B
1031,0.29761946,B
1032,0.25660825,B
1033,0.1815648,B
1034,0.22111942,B
1035,0.21536604,B
1036,0.17621627,B
1037,0.18147515,B
1038,0.16535757,B
1039,0.16237727,B
1040,0.1505626,B
1041,0.15069635,B
1042,0.19756433,B
1043,0.19562401,B
1044,0.19162622,B
1045,0.18047345,B
1046,0.19191213,B
1047,0.2450922,B
1048,0.22776365,B
1049,0.18483692,B
1050,0.19244131,B
1051,0.24227968,B
1052,0.19117114,B
1053,0.30776703,B
1054,0.19167061,B
1055,0.16253784,B
1056,0.20311409,B
1057,0.2965992,B
1058,0.25088528,B
1059,0.19418365,B
1060,0.31830448,B
1061,0.36101833,B
1062,0.19216983,B
1063,0.34676147,B
1064,0.18205374,B
1065,0.242163,B
1066,0.25065556,B
1067,0.14158073,B
1068,0.13372788,B
1069,0.15536962,B
1070,0.14417225,B
1071,0.21453653,B
1072,0.17482626,B
1073,0.19412708,B
1074,0.1570119,B
1075,0.14021105,B
1076,0.15459572,B
1077,0.17625132,B
1078,0.13643432,B
1079,0.18593293,B
1080,0.20094404,B
1081,0.16861108,B
1082,0.17851667,B
1083,0.15621592,B
1084,0.14417225,B
1085,0.19093092,B
1086,0.20782927,B
1087,0.2104652,B
1088,0.18052761,B
1089,0.14697169,B
1090,0.18645696,B
1091,0.16154668,B
1092,0.14947364,B
1093,0.17048673,B
1094,0.15626541,B
1095,0.15146835,B
1096,0.17602997,B
1097,0.2140727,B
1098,0.16524816,B
1099,0.15895,B
1100,0.342772,B
1101,0.35112196,B
1102,0.1434024,B
1103,0.20859389,B
1104,0.17084776,B
1105,0.1654686,B
1106,0.31654438,B
1107,0.18274006,B
1108,0.33150843,B
1109,0.16810228,B
1110,0.16420648,B
1111,0.16322452,B
1112,0.2009568,B
1113,0.27614868,B
1114,0.19440418,B
1115,0.15195599,B
1116,0.1820399,B
1117,0.21396281,B
1118,0.30876994,B
1119,0.3192129,B
1120,0.31653535,B
1121,0.32143816,B
1122,0.33140394,B
1123,0.30776522,B
1124,0.33662236,B
1125,0.14559378,B
1126,0.15874514,B
1127,0.18535283,B
1128,0.20243385,B
1129,0.274507,B
1130,0.25837263,B
1131,0.15221362,B
1132,0.174104,B
1133,0.15576324,B
1134,0.20931834,B
1135,0.15513265,B
1136,0.30876452,B
1137,0.31773317,B
1138,0.17656708,B
1139,0.17656708,B
1140,0.15507926,B
1141,0.1630624,B
1142,0.27109188,B
1143,0.2135672,B
1144,0.16253585,B
1145,0.19449863,B
1146,0.16856824,B
1147,0.18637533,B
1148,0.14480701,B
1149,0.2567039,B
1150,0.27467552,B
1151,0.1549905,B
1152,0.18517904,B
1153,0.14996552,B
1154,0.15629289,B
1155,0.17421778,B
1156,0.14722922,B
1157,0.1300251,B
1158,0.12522154,B
1159,0.20397994,B
1160,0.20887882,B
1161,0.23812486,B
1162,0.26940677,B
1163,0.17079458,B
1164,0.21910365,B
1165,0.18993698,B
1166,0.25123397,B
1167,0.25292307,B
1168,0.22652853,B
1169,0.23232603,B
1170,0.18772998,B
1171,0.20478728,B
1172,0.24248788,B
1173,0.21799022,B
1174,0.20764346,B
1175,0.1837135,B
1176,0.20040247,B
1177,0.18911484,B
1178,0.22435735,B
1179,0.19733095,B
1180,0.17503014,B
1181,0.21407804,B
1182,0.35454574,B
1183,0.32234466,B
1184,0.22473687,B
1185,0.2514331,B
1186,0.22270167,B
1187,0.52640045,B
1188,0.41792727,B
1189,0.46951163,B
1190,0.5291356,B
1191,0.46680441,B
1192,0.53288484,B
1193,0.5075854,B
1194,0.5236316,B
1195,0.5277263,B
1196,0.5039101,B
1197,0.4714839,B
1198,0.47500712,B
1199,0.5648872,B
1200,0.5518758,B
1201,0.46164978,B
1202,0.55625653,B
1203,0.46430892,B
1204,0.54145217,B
1205,0.5160594,B
1206,0.5610284,B
1207,0.46406648,B
1208,0.46398038,B
1209,0.49257183,B
1210,0.4971426,B
1211,0.5307381,B
1212,0.49097598,B
1213,0.45918968,B
1214,0.48841494,B
1215,0.47510976,B
1216,0.41278785,B
1217,0.5105321,B
1218,0.50974417,B
1219,0.46124715,B
1220,0.46692824,B
1221,0.47355056,B
1222,0.5130122,B
1223,0.435076,B
1224,0.43042633,B
1225,0.2329713,B
1226,0.38245386,B
1227,0.38346586,B
1228,0.38493,B
1229,0.37744427,B
1230,0.22896215,B
1231,0.21639636,B
1232,0.50800556,B
1233,0.45226282,B
1234,0.46285444,B
1235,0.5179823,B
1236,0.48859718,B
1237,0.26862568,B
1238,0.2185992,B
1239,0.25591046,B
1240,0.24980368,B
1241,0.17974794,B
1242,0.22364223,B
1243,0.22943139,B
1244,0.19640261,B
1245,0.23931712,B
1246,0.21073657,B
1247,0.24607454,B
1248,0.23073031,B
1249,0.2652203,B
1250,0.24552944,B
1251,0.22479548,B
1252,0.19201931,B
1253,0.30029792,B
1254,0.18730041,B
1255,0.31104586,B
1256,0.17919451,B
1257,0.18088564,B
1258,0.15287346,B
1259,0.42500225,B
1260,0.3909967,B
1261,0.3898257,B
1262,0.17126544,B
1263,0.3931586,B
1264,0.3642581,B
1265,0.28108773,B
1266,0.19788724,B
1267,0.19761318,B
1268,0.19680479,B
1269,0.21028158,B
1270,0.19408159,B
1271,0.20569663,B
1272,0.17238227,B
1273,0.21534762,B
1274,0.19655627,B
1275,0.17720744,B
1276,0.20723884,B
1277,0.18493325,B
1278,0.18969487,B
1279,0.16813062,B
1280,0.19544664,B
1281,0.19747122,B
1282,0.20183012,B
1283,0.18471426,B
1284,0.18925035,B
1285,0.1537019,B
1286,0.16704732,B
1287,0.1749866,B
1288,0.2686864,B
1289,0.2277979,B
1290,0.40953064,B
1291,0.15246627,B
1292,0.36448592,B
1293,0.17538518,B
1294,0.18498084,B
1295,0.17320776,B
1296,0.23265757,B
1297,0.2366401,B
1298,0.34111476,B
1299,0.20848686,B
1300,0.3371411,B
1301,0.35029864,B
1302,0.16510981,B
1303,0.1883106,B
1304,0.21788168,B
1305,0.15664569,B
1306,0.24487105,B
1307,0.22940215,B
1308,0.20708591,B
1309,0.16514438,B
1310,0.27726993,B
1311,0.19692802,B
1312,0.16658632,B
1313,0.18051001,B
1314,0.19655135,B
1315,0.25382403,B
1316,0.18095408,B
1317,0.18358487,B
1318,0.22081517,B
1319,0.21415485,B
1320,0.21207172,B
1321,0.34352273,B
1322,0.36295635,B
1323,0.20110348,B
1324,0.29014167,B
1325,0.30856472,B
1326,0.5351176,B
1327,0.50824326,B
1328,0.4759726,B
1329,0.5205573,B
1330,0.45139185,B
1331,0.45698223,B
1332,0.42912006,B
1333,0.417677,B
1334,0.5301896,B
1335,0.42199206,B
1336,0.21820089,B
1337,0.21033548,B
1338,0.24003658,B
1339,0.23953888,B
1340,0.22157839,B
1341,0.28886503,B
1342,0.22301131,B
1343,0.30032885,B
1344,0.22686952,B
1345,0.2299084,B
1346,0.22228062,B
1347,0.28685898,B
1348,0.28482854,B
1349,0.20394716,B
1350,0.17555988,B
1351,0.28082025,B
1352,0.17800492,B
1353,0.3442606,B
1354,0.28995764,B
1355,0.44640198,B
1356,0.33983174,B
1357,0.43812984,B
1358,0.34744757,B
1359,0.35788628,B
1360,0.4394223,B
1361,0.40480578,B
1362,0.20935808,B
1363,0.20080611,B
1364,0.28405055,B
1365,0.18733093,B
