,y_i,fold
246,0.1807898,C
247,0.18600002,C
248,0.16312173,C
249,0.22594294,C
250,0.2250334,C
251,0.1642077,C
252,0.1832166,C
253,0.13463292,C
254,0.15059713,C
255,0.33216423,C
256,0.15191388,C
257,0.12739888,C
258,0.23109624,C
259,0.24695972,C
260,0.21338287,C
261,0.24667475,C
262,0.33640432,C
263,0.33303028,C
264,0.18700139,C
265,0.16252282,C
266,0.15548643,C
267,0.15671514,C
268,0.13996506,C
269,0.27355438,C
270,0.2464942,C
271,0.21228234,C
272,0.20434155,C
273,0.08842848,C
274,0.08706995,C
275,0.119751394,C
276,0.15018259,C
277,0.17619699,C
278,0.28875643,C
279,0.5484501,C
280,0.15849599,C
281,0.16647875,C
282,0.15866747,C
283,0.2114177,C
284,0.15847646,C
285,0.41501215,C
286,0.3535985,C
287,0.37917435,C
288,0.12957089,C
289,0.61494714,C
290,0.6201751,C
291,0.61494714,C
292,0.60328186,C
293,0.6112199,C
294,0.6190709,C
295,0.61678135,C
296,0.616272,C
297,0.6837629,C
298,0.6253705,C
299,0.62087345,C
300,0.61567163,C
301,0.609073,C
302,0.6847322,C
303,0.6428317,C
304,0.65014994,C
305,0.65757716,C
306,0.6516284,C
307,0.6516284,C
308,0.6502976,C
309,0.648875,C
310,0.58568656,C
311,0.6319253,C
312,0.61170495,C
313,0.58416474,C
314,0.5945014,C
315,0.63030785,C
316,0.6147816,C
317,0.61287045,C
318,0.5995426,C
319,0.6217808,C
320,0.61287045,C
321,0.5901766,C
322,0.5905354,C
323,0.6242323,C
324,0.6529628,C
325,0.68621266,C
326,0.21909216,C
327,0.32843572,C
328,0.59014404,C
329,0.58821774,C
330,0.4831583,C
331,0.47679812,C
332,0.4736254,C
333,0.44270593,C
334,0.50014496,C
335,0.519239,C
336,0.53280824,C
337,0.5744016,C
338,0.60676396,C
339,0.6498204,C
340,0.6270442,C
341,0.5608829,C
342,0.61484945,C
343,0.61072516,C
344,0.6111747,C
345,0.48576862,D
346,0.49198478,D
347,0.21848771,D
348,0.18592548,D
349,0.17187387,D
350,0.41849452,D
351,0.49321848,D
352,0.47712487,D
353,0.1612978,D
354,0.49612594,D
355,0.1818147,D
356,0.47380364,D
357,0.18149406,D
358,0.15500137,D
359,0.29435223,D
360,0.32902122,D
361,0.16956648,D
362,0.4062617,D
363,0.33886993,D
364,0.36638767,D
365,0.36885148,D
366,0.6116709,D
367,0.4854831,D
368,0.35567793,D
369,0.5961144,D
370,0.33872008,D
371,0.28543663,D
372,0.4836287,D
373,0.25523752,D
374,0.35137004,D
375,0.308779,D
376,0.34925425,D
377,0.4092922,D
378,0.38044223,D
379,0.45879662,D
380,0.2259948,D
381,0.30791014,D
382,0.38647917,D
383,0.46991462,D
384,0.47024113,D
385,0.4373086,D
386,0.5100573,D
387,0.4849375,D
388,0.21982299,D
389,0.48650485,D
390,0.15414117,D
391,0.39849973,D
392,0.16805753,D
393,0.5874813,D
394,0.59407413,D
395,0.59495246,D
396,0.57324433,D
397,0.43870115,D
398,0.61185896,D
399,0.2937628,D
400,0.5504978,D
401,0.57199633,D
402,0.5491073,D
403,0.1744925,D
404,0.6096021,D
405,0.35834944,D
406,0.2917959,D
407,0.23410462,D
408,0.3362708,D
409,0.3286295,D
410,0.36005247,D
411,0.38187113,D
412,0.35342896,D
413,0.32907093,D
414,0.3454183,D
415,0.23631436,D
416,0.19930834,D
417,0.2540299,D
418,0.17485869,D
419,0.30818483,D
420,0.2415334,D
421,0.21986772,D
422,0.15436222,D
423,0.16601361,D
424,0.30414036,D
425,0.1825734,D
426,0.31151748,D
427,0.302034,D
428,0.17715867,D
429,0.19454515,D
430,0.23003164,D
431,0.21179326,D
432,0.1916672,D
433,0.1915817,D
434,0.1956481,D
435,0.1640938,D
436,0.24991715,D
437,0.38684547,D
438,0.16696557,D
439,0.17774644,D
440,0.15038511,D
441,0.33610854,D
442,0.19202837,D
443,0.20634958,D
444,0.44692922,D
445,0.46808907,D
446,0.19123238,D
447,0.24552026,D
448,0.22753939,D
449,0.1874342,D
450,0.1853035,D
451,0.18083099,D
452,0.16254687,D
453,0.22077212,D
454,0.2073096,D
455,0.19195653,D
456,0.26740283,D
457,0.26578307,D
458,0.27906597,D
459,0.29501283,D
460,0.3059477,D
461,0.3306916,D
462,0.33380666,D
463,0.33014375,D
464,0.31385058,D
465,0.34398395,D
466,0.32421482,D
467,0.33796012,D
468,0.22549385,D
469,0.41279233,D
470,0.54464245,D
471,0.49714032,D
472,0.3327112,D
473,0.22393501,D
474,0.53203905,D
475,0.5164263,D
476,0.48730955,D
477,0.19326296,D
478,0.37379956,D
479,0.260717,D
480,0.30657208,D
481,0.3692659,D
482,0.48923257,D
483,0.21734053,D
484,0.5153025,D
485,0.28693372,D
486,0.5450946,D
487,0.31191978,D
488,0.192146,D
489,0.251556,D
490,0.2700046,D
491,0.3448683,D
492,0.45363253,D
493,0.19809538,D
494,0.42780998,D
495,0.30809814,D
496,0.3553167,D
497,0.27246386,D
498,0.24242653,D
499,0.32197127,D
500,0.27205393,D
501,0.27585864,D
502,0.29759908,D
503,0.33130592,D
504,0.20243791,D
505,0.32534546,D
506,0.41138458,D
507,0.40277326,D
508,0.45070422,D
509,0.3376835,D
510,0.3305144,D
511,0.35097414,D
512,0.18152742,D
513,0.3634881,D
514,0.28981715,D
515,0.22901952,D
516,0.30093962,D
517,0.34404132,D
518,0.55707484,D
519,0.33096555,D
520,0.21101451,D
521,0.3993856,D
522,0.31206793,D
523,0.4724568,D
524,0.26372766,D
525,0.3788121,D
526,0.3318789,D
527,0.22632545,D
528,0.6286574,D
529,0.3215549,D
530,0.59536326,D
531,0.58946157,D
532,0.51766217,D
533,0.44626713,D
534,0.31799367,D
535,0.47042948,D
536,0.36680144,D
537,0.6423476,D
538,0.32967317,D
539,0.33276463,D
540,0.5149877,D
541,0.2690869,D
542,0.3939315,D
543,0.14342529,D
544,0.2662651,D
545,0.34314093,D
546,0.16309327,D
547,0.24447991,D
548,0.27528223,D
549,0.22075883,D
550,0.14701071,D
551,0.43596658,D
552,0.15520662,D
553,0.2291409,D
554,0.31844613,D
555,0.4272996,D
556,0.21232113,D
557,0.21010119,D
558,0.30333504,D
559,0.28255284,D
560,0.22927542,D
561,0.4730732,D
562,0.18507856,D
563,0.16524103,D
564,0.5074556,D
565,0.4730732,D
566,0.17415723,D
567,0.468373,D
568,0.4150432,D
569,0.44340247,D
570,0.45286655,D
571,0.15274842,D
572,0.16198277,D
573,0.3346417,D
574,0.23083654,D
575,0.5151661,D
576,0.18278836,D
577,0.51273143,D
578,0.44621864,D
579,0.19973573,D
580,0.5238961,D
581,0.4927596,D
582,0.20158656,D
583,0.18017155,D
584,0.18150926,D
585,0.46067283,D
586,0.50209796,D
587,0.5085945,D
588,0.4590463,D
589,0.518572,D
590,0.43953845,D
591,0.16392568,D
592,0.24741413,D
593,0.24971907,D
594,0.2787972,D
595,0.36635256,D
596,0.16260025,D
597,0.3689944,D
598,0.15697199,D
599,0.26833552,D
600,0.19286662,D
601,0.2163705,D
602,0.18820529,D
603,0.35647613,D
604,0.17090148,D
605,0.2145311,D
606,0.34961945,D
607,0.14870185,D
608,0.31935322,D
609,0.15857324,D
610,0.3742133,D
611,0.32029626,D
612,0.3393119,D
613,0.357534,D
614,0.3601483,D
615,0.31554165,D
616,0.36760926,D
617,0.3255137,D
618,0.46461415,D
619,0.30221123,D
620,0.30142045,D
621,0.31568727,D
622,0.5062375,D
623,0.49550486,D
624,0.31017724,D
625,0.15103173,D
626,0.21583067,D
627,0.1556258,D
628,0.55130494,D
629,0.32057703,D
630,0.29111123,D
631,0.17457676,D
632,0.21562338,D
633,0.15287113,D
634,0.18934691,D
635,0.48326772,D
636,0.20594752,D
637,0.50591016,D
638,0.23535404,D
639,0.20935416,D
640,0.17119974,D
641,0.17042693,D
642,0.16492996,D
643,0.19151482,D
644,0.19370675,D
645,0.51836324,D
646,0.3592777,D
647,0.1706967,D
648,0.4828778,D
649,0.26845372,D
650,0.45306993,D
651,0.21011397,D
652,0.5190816,D
653,0.516299,D
654,0.24402243,D
655,0.47401017,D
656,0.48472908,D
657,0.17537442,D
658,0.4699754,D
659,0.25539407,D
660,0.24801412,D
661,0.19568709,D
662,0.28764278,D
663,0.4934153,D
664,0.5079585,D
665,0.3053208,D
666,0.15374514,D
667,0.1824354,D
668,0.16400322,D
669,0.16735107,D
670,0.20736483,D
671,0.19847651,D
672,0.17443934,D
673,0.23368037,D
674,0.24624272,D
675,0.5358124,D
676,0.37817603,D
677,0.36217743,D
678,0.36035526,D
679,0.4045592,D
680,0.23683941,D
681,0.34234053,D
682,0.18492225,D
683,0.260652,D
684,0.35422462,D
685,0.26837683,D
686,0.17589313,D
687,0.2529032,D
688,0.26283675,D
689,0.15863499,D
690,0.20520605,D
691,0.23443043,D
692,0.24704227,D
693,0.15871531,D
694,0.19708678,D
695,0.22678378,D
696,0.17071193,D
697,0.22223072,D
698,0.19533724,D
699,0.31729472,D
700,0.28706908,D
701,0.18163012,D
702,0.20669393,D
703,0.23132339,D
704,0.31113544,D
705,0.1699391,D
706,0.1705375,D
707,0.16026387,D
708,0.15881562,D
709,0.30486912,D
710,0.21080796,D
711,0.5821758,D
712,0.5379714,D
713,0.55422795,D
714,0.5058757,D
715,0.5219644,D
716,0.40838018,D
717,0.57446396,D
718,0.61169827,D
719,0.5790847,D
720,0.51811564,D
721,0.5202534,D
722,0.5250913,D
723,0.2963385,D
724,0.5867101,D
725,0.6000942,D
726,0.5945258,D
727,0.57298803,D
728,0.56432426,D
729,0.553205,D
730,0.1969795,D
731,0.6089424,D
732,0.34174678,D
733,0.26868784,D
734,0.31874278,D
735,0.36936098,D
736,0.4616521,D
737,0.37742928,D
738,0.37079844,D
739,0.2394269,D
740,0.19848391,D
741,0.23713368,D
742,0.3090772,D
743,0.24039814,D
744,0.30596784,D
745,0.27516407,D
746,0.3366434,D
747,0.38110906,D
748,0.3486821,D
749,0.2444209,D
750,0.33441946,D
751,0.33259803,D
752,0.22937022,D
753,0.20682432,D
754,0.21086752,D
755,0.3486854,D
756,0.17106877,D
757,0.28586847,D
758,0.41252443,D
759,0.19101965,D
760,0.18050286,D
761,0.27448443,D
762,0.16795975,D
763,0.30978507,D
764,0.41252443,D
765,0.17419279,D
766,0.163192,D
767,0.16466749,D
768,0.22376204,D
769,0.17170039,D
770,0.1968368,D
771,0.1775941,D
772,0.2472495,D
773,0.22009984,D
774,0.24073473,D
775,0.19228005,D
776,0.15832087,D
777,0.20467237,D
778,0.19137964,D
779,0.17089498,D
780,0.27248186,D
781,0.25282335,D
782,0.30799925,D
783,0.2798512,D
784,0.3150193,D
785,0.30804843,D
786,0.29996938,D
787,0.2976132,D
788,0.28682986,D
789,0.30565965,D
790,0.25331986,D
791,0.2745549,D
792,0.2624601,D
793,0.29922652,D
794,0.3093596,D
795,0.31057465,D
796,0.2621706,D
797,0.27056646,D
798,0.30565965,D
799,0.18614239,D
800,0.2935347,D
801,0.16140078,D
802,0.20894346,D
803,0.21453366,D
804,0.38529965,D
805,0.19530293,D
806,0.37920755,D
807,0.18216443,D
808,0.19557813,D
809,0.20697567,D
810,0.2674868,D
811,0.26945394,D
812,0.45110148,D
813,0.43596852,D
814,0.34352082,D
815,0.3374771,D
816,0.21535209,D
817,0.26141098,D
818,0.31800473,D
819,0.3261596,D
820,0.4559279,D
821,0.40571687,D
822,0.29350203,D
823,0.46104252,D
824,0.48352128,D
825,0.43138218,D
826,0.31046772,D
827,0.2797747,D
828,0.31382185,D
829,0.3159811,D
830,0.48354512,D
831,0.2842586,D
832,0.35744485,D
833,0.20846112,D
834,0.36659586,D
835,0.290698,D
836,0.32054603,D
837,0.4172155,D
838,0.38409495,D
839,0.44737,D
840,0.41365165,D
841,0.3722368,D
842,0.27750477,D
843,0.2819779,D
844,0.38070238,D
845,0.40259582,D
846,0.40309903,D
847,0.49964556,D
848,0.41584438,D
849,0.3759198,D
850,0.3954804,D
851,0.42046493,D
852,0.39843425,D
853,0.46491712,D
854,0.3730439,D
855,0.4504162,D
856,0.44610736,D
857,0.39737648,D
858,0.19902161,D
859,0.17256388,D
860,0.30865297,D
861,0.15795372,D
862,0.23235591,D
863,0.20547482,D
864,0.16898155,D
865,0.1893946,D
866,0.1557913,D
867,0.20526864,D
868,0.3270052,D
869,0.2259239,D
870,0.32022578,D
871,0.21642199,D
872,0.32725242,D
873,0.43174052,D
874,0.4222278,D
875,0.44138092,D
876,0.4418259,D
877,0.19653708,D
878,0.4002192,D
879,0.42805168,D
880,0.45591825,D
881,0.16108358,D
882,0.16509265,D
883,0.44549412,D
884,0.39860058,D
885,0.45548368,D
886,0.17488638,D
887,0.19824624,D
888,0.4456058,D
889,0.4383273,D
890,0.44157502,D
891,0.47346926,D
892,0.43967068,D
893,0.16599979,D
894,0.15286696,D
895,0.15883586,D
896,0.17414472,D
897,0.23940995,D
898,0.16432294,D
899,0.21699077,D
900,0.16594568,D
901,0.47646376,D
902,0.16888212,D
903,0.1580747,D
904,0.17176108,D
905,0.20777357,D
906,0.37419719,D
907,0.17674299,D
908,0.1968622,D
909,0.25668418,D
910,0.36459488,D
911,0.27816716,D
912,0.20771635,D
913,0.34727657,D
914,0.16206373,D
915,0.32815748,D
916,0.28784737,D
917,0.651974,D
918,0.39983195,D
919,0.28953516,D
920,0.45971304,D
921,0.32691252,D
922,0.63192326,D
923,0.27725157,D
924,0.6221348,D
925,0.39030612,D
926,0.54210424,D
927,0.2907408,D
928,0.4706575,D
929,0.22506477,D
930,0.2380974,D
931,0.3170388,D
932,0.22239003,D
933,0.43585986,D
934,0.3843853,D
935,0.48348308,D
936,0.33415914,D
937,0.4229284,D
938,0.5521058,D
939,0.19935462,D
940,0.18677227,D
941,0.17255157,D
942,0.17764485,D
943,0.17552513,D
944,0.2013691,D
945,0.2060054,D
946,0.19122827,D
947,0.1895808,D
948,0.44249982,D
949,0.36915228,D
950,0.3945388,D
951,0.44167835,D
952,0.52140236,D
953,0.5037639,D
954,0.16048482,D
955,0.2667487,D
956,0.23876172,D
957,0.50064504,D
958,0.4773846,D
959,0.24341702,D
960,0.49379095,D
961,0.16475818,D
962,0.5040744,D
963,0.4810236,D
964,0.49878412,D
965,0.47948778,D
966,0.18029529,D
967,0.4872385,D
968,0.49818674,D
969,0.28039923,A
970,0.14070064,A
971,0.2641893,A
972,0.26247972,A
973,0.28970718,A
974,0.26255614,A
975,0.22625004,A
976,0.3026585,A
977,0.6300071,A
978,0.42550907,A
979,0.38071203,A
980,0.37341946,A
981,0.48404238,A
982,0.19172668,A
983,0.6492301,A
984,0.31594807,A
985,0.26974565,A
986,0.27213687,A
987,0.21178755,A
988,0.22757134,A
989,0.2712303,A
990,0.33312574,A
991,0.30459613,A
992,0.2174421,A
993,0.28764358,A
994,0.4043213,A
995,0.31034184,A
996,0.29596803,A
997,0.26851666,A
998,0.31461602,A
999,0.22981688,A
1000,0.32526958,A
1001,0.42640746,A
1002,0.40419394,A
1003,0.33000493,A
1004,0.4224789,A
1005,0.3489576,A
1006,0.4682306,A
1007,0.435408,A
1008,0.47638357,A
1009,0.43263233,A
1010,0.44855013,A
1011,0.46900046,A
1012,0.49223638,A
1013,0.44643837,A
1014,0.4482258,A
1015,0.4264831,A
1016,0.42396545,A
1017,0.4682306,A
1018,0.40187752,A
1019,0.4055819,A
1020,0.42797947,A
1021,0.4279795,A
1022,0.40188304,A
1023,0.4279795,A
1024,0.42741296,A
1025,0.41886538,A
1026,0.43864325,A
1027,0.42396545,A
1028,0.4085793,A
1029,0.4350738,A
1030,0.453012,A
1031,0.45942745,A
1032,0.42398855,A
1033,0.338946,A
1034,0.42611122,A
1035,0.3242618,A
1036,0.34567428,A
1037,0.26794687,A
1038,0.32460642,A
1039,0.34858486,A
1040,0.29738978,A
1041,0.3274675,A
1042,0.2263667,A
1043,0.17913342,A
1044,0.38738656,A
1045,0.25662762,A
1046,0.27147776,A
1047,0.31514287,A
1048,0.2934388,A
1049,0.24397315,A
1050,0.21881115,A
1051,0.41051617,A
1052,0.18708028,A
1053,0.30648583,A
1054,0.62150836,A
1055,0.16575405,A
1056,0.2110942,A
1057,0.5187968,A
1058,0.48171788,A
1059,0.27225816,A
1060,0.40766603,A
1061,0.3859043,A
1062,0.19676489,A
1063,0.5098284,A
1064,0.19958226,A
1065,0.42248166,A
1066,0.2789219,A
1067,0.13351393,A
1068,0.12197904,A
1069,0.29738975,A
1070,0.34334958,A
1071,0.38367677,A
1072,0.33422917,A
1073,0.38167173,A
1074,0.3535534,A
1075,0.35833782,A
1076,0.3455592,A
1077,0.3539228,A
1078,0.360879,A
1079,0.32939005,A
1080,0.40902543,A
1081,0.40344995,A
1082,0.3585168,A
1083,0.35339385,A
1084,0.35027254,A
1085,0.3485365,A
1086,0.3500983,A
1087,0.34084523,A
1088,0.27390206,A
1089,0.33861163,A
1090,0.39552808,A
1091,0.31533566,A
1092,0.3542452,A
1093,0.3529185,A
1094,0.3543749,A
1095,0.35824394,A
1096,0.33793083,A
1097,0.41366026,A
1098,0.33432412,A
1099,0.37149078,A
1100,0.38224113,A
1101,0.37948132,A
1102,0.34569606,A
1103,0.41255277,A
1104,0.34101406,A
1105,0.32641265,A
1106,0.3642298,A
1107,0.2890425,A
1108,0.39437902,A
1109,0.3679536,A
1110,0.35525084,A
1111,0.34139454,A
1112,0.31382954,A
1113,0.33448082,A
1114,0.38923657,A
1115,0.31221896,A
1116,0.36890534,A
1117,0.39808047,A
1118,0.39805174,A
1119,0.3972779,A
1120,0.3960417,A
1121,0.39357263,A
1122,0.39829934,A
1123,0.397601,A
1124,0.3772797,A
1125,0.33644372,A
1126,0.28765482,A
1127,0.27498707,A
1128,0.31929827,A
1129,0.415987,A
1130,0.41852254,A
1131,0.32344916,A
1132,0.38591897,A
1133,0.28765482,A
1134,0.16234319,A
1135,0.3740981,A
1136,0.40263778,A
1137,0.40263775,A
1138,0.2984308,A
1139,0.30235267,A
1140,0.29738978,A
1141,0.3633293,A
1142,0.34349957,A
1143,0.38978213,A
1144,0.28566468,A
1145,0.2560651,A
1146,0.28805667,A
1147,0.2661861,A
1148,0.3485437,A
1149,0.3155753,A
1150,0.34870958,A
1151,0.3173899,A
1152,0.31834286,A
1153,0.28765482,A
1154,0.35865512,A
1155,0.34474367,A
1156,0.34469295,A
1157,0.3586551,A
1158,0.36116868,A
1159,0.21854149,A
1160,0.21060038,A
1161,0.23700935,A
1162,0.25664097,A
1163,0.18335748,A
1164,0.19380859,A
1165,0.19633198,A
1166,0.25620162,A
1167,0.23456444,A
1168,0.21295927,A
1169,0.23792395,A
1170,0.20496926,A
1171,0.2296751,A
1172,0.23120171,A
1173,0.20197031,A
1174,0.20514053,A
1175,0.18850935,A
1176,0.191019,A
1177,0.2094275,A
1178,0.22627054,A
1179,0.2100521,A
1180,0.16001585,A
1181,0.20795667,A
1182,0.34597096,A
1183,0.32791954,A
1184,0.22746351,A
1185,0.23555246,A
1186,0.22049159,A
1187,0.5222213,A
1188,0.51355743,A
1189,0.521528,A
1190,0.51588345,A
1191,0.51209474,A
1192,0.51795167,A
1193,0.51730144,A
1194,0.51341164,A
1195,0.51076275,A
1196,0.51730144,A
1197,0.49801508,A
1198,0.50045776,A
1199,0.51368856,A
1200,0.51406264,A
1201,0.5067061,A
1202,0.50497544,A
1203,0.5138162,A
1204,0.5311494,A
1205,0.51148415,A
1206,0.5154933,A
1207,0.5174923,A
1208,0.5022975,A
1209,0.5058135,A
1210,0.46198854,A
1211,0.5228393,A
1212,0.5000441,A
1213,0.4974601,A
1214,0.51181674,A
1215,0.5100385,A
1216,0.51198626,A
1217,0.5143601,A
1218,0.5052761,A
1219,0.4824286,A
1220,0.4929868,A
1221,0.5174923,A
1222,0.5251378,A
1223,0.44427866,A
1224,0.43655285,A
1225,0.31190604,A
1226,0.4131436,A
1227,0.4208147,A
1228,0.3965661,A
1229,0.39777508,A
1230,0.20738629,A
1231,0.1880392,A
1232,0.5078157,A
1233,0.4679605,A
1234,0.46968684,A
1235,0.4926834,A
1236,0.45474738,A
1237,0.31787193,A
1238,0.19092764,A
1239,0.30257738,A
1240,0.28884372,A
1241,0.18999623,A
1242,0.1877337,A
1243,0.23946431,A
1244,0.18916601,A
1245,0.30631158,A
1246,0.21252705,A
1247,0.2594689,A
1248,0.32598925,A
1249,0.280028,A
1250,0.26799482,A
1251,0.23386182,A
1252,0.18323427,A
1253,0.26296115,A
1254,0.1797125,A
1255,0.27961558,A
1256,0.18126012,A
1257,0.1908105,A
1258,0.18653446,A
1259,0.4442206,A
1260,0.47579098,A
1261,0.44011214,A
1262,0.19841944,A
1263,0.47164738,A
1264,0.39574867,A
1265,0.3642148,A
1266,0.20876484,A
1267,0.22130398,A
1268,0.1665757,A
1269,0.19870555,A
1270,0.16910753,A
1271,0.20948735,A
1272,0.18572986,A
1273,0.17750992,A
1274,0.20856175,A
1275,0.19469507,A
1276,0.20296709,A
1277,0.19879064,A
1278,0.21655935,A
1279,0.1761335,A
1280,0.20607388,A
1281,0.20208183,A
1282,0.22830065,A
1283,0.19535321,A
1284,0.18137285,A
1285,0.15696207,A
1286,0.19265659,A
1287,0.20099854,A
1288,0.32168573,A
1289,0.1971489,A
1290,0.25539157,A
1291,0.18223006,A
1292,0.38148534,A
1293,0.18052469,A
1294,0.17816588,A
1295,0.19061494,A
1296,0.23626687,A
1297,0.23810814,A
1298,0.2802893,A
1299,0.1770024,A
1300,0.2843783,A
1301,0.368325,A
1302,0.16263855,A
1303,0.21639222,A
1304,0.20485172,A
1305,0.1538825,A
1306,0.22051388,A
1307,0.22958784,A
1308,0.21242486,A
1309,0.1829819,A
1310,0.23082164,A
1311,0.21578422,A
1312,0.23687308,A
1313,0.20201746,A
1314,0.22833014,A
1315,0.2032144,A
1316,0.18163869,A
1317,0.19733986,A
1318,0.2138728,A
1319,0.21189913,A
1320,0.19801626,A
1321,0.337207,A
1322,0.34250057,A
1323,0.19584286,A
1324,0.33458582,A
1325,0.33846846,A
1326,0.5396047,A
1327,0.53343415,A
1328,0.48436147,A
1329,0.5144019,A
1330,0.50573754,A
1331,0.47781363,A
1332,0.41890126,A
1333,0.4208855,A
1334,0.5086092,A
1335,0.43738768,A
1336,0.20030878,A
1337,0.21097583,A
1338,0.2188772,A
1339,0.2739823,A
1340,0.2489687,A
1341,0.29551217,A
1342,0.22605462,A
1343,0.24463972,A
1344,0.22596239,A
1345,0.2002136,A
1346,0.19911844,A
1347,0.28605473,A
1348,0.25887725,A
1349,0.19778097,A
1350,0.18052337,A
1351,0.24212766,A
1352,0.22687566,A
1353,0.34184897,A
1354,0.2822737,A
1355,0.39920652,A
1356,0.33448476,A
1357,0.3992065,A
1358,0.39042962,A
1359,0.33977538,A
1360,0.427078,A
1361,0.38795853,A
1362,0.19943197,A
1363,0.20652193,A
1364,0.275842,A
