,y_i,fold
691,0.20703188,E
692,0.22338691,E
693,0.11732282,B
694,0.22738145,A
695,0.2686552,E
696,0.15935478,A
697,0.2079122,B
698,0.22993453,A
699,0.31161037,B
700,0.2959995,B
701,0.1958167,E
702,0.20814146,D
703,0.22574127,A
704,0.35443664,A
705,0.15358591,D
706,0.17517452,E
707,0.13783449,A
708,0.14717054,D
709,0.39166546,A
710,0.1366317,C
711,0.4809059,A
712,0.5543617,A
713,0.5199906,A
714,0.47813872,A
715,0.4688322,A
716,0.38779286,C
717,0.44745028,A
718,0.4658333,A
719,0.47017807,A
720,0.4722544,A
721,0.5222368,A
722,0.46057045,A
723,0.29863077,E
724,0.45779186,A
725,0.50174695,A
726,0.48335925,A
727,0.48329645,A
728,0.44252545,A
729,0.49144244,A
730,0.24234223,C
731,0.5415237,A
732,0.40393972,D
733,0.26598966,D
734,0.16207066,C
735,0.3163327,D
736,0.41001624,E
737,0.4370374,D
738,0.4281951,D
739,0.18052077,A
740,0.16026029,C
741,0.22721964,E
742,0.23753573,A
743,0.24759959,D
744,0.32939395,D
745,0.19722521,B
746,0.35463238,A
747,0.44005919,D
748,0.38140395,D
749,0.17612639,C
750,0.40297166,D
751,0.3020565,B
752,0.21648139,A
753,0.17185965,A
754,0.2184318,A
755,0.34835222,A
756,0.1830116,B
757,0.30707163,A
758,0.35669404,A
759,0.20992269,B
760,0.14929178,B
761,0.2922843,B
762,0.17513159,E
763,0.316586,B
764,0.36054575,A
765,0.15013972,E
766,0.14932966,B
767,0.20565367,B
768,0.2714709,B
769,0.13565193,B
770,0.121456966,C
771,0.2448084,A
772,0.25574923,B
773,0.17095274,D
774,0.19999078,E
775,0.14863351,C
776,0.14158747,A
777,0.19312772,C
778,0.15757316,E
779,0.15046847,C
780,0.2713411,B
781,0.2011391,C
782,0.42185497,C
783,0.24157731,E
784,0.2691424,C
785,0.21412034,D
786,0.30170518,B
787,0.15288483,C
788,0.19793226,C
789,0.46965998,C
790,0.17115688,C
791,0.18859449,C
792,0.23078343,E
793,0.3228196,E
794,0.25943762,D
795,0.43855202,C
796,0.18394622,C
797,0.26933682,B
798,0.494535,C
799,0.14707124,E
800,0.33013225,B
801,0.1391344,C
802,0.19004616,D
803,0.21994942,C
804,0.20087403,C
805,0.17677596,A
806,0.3404687,D
807,0.18285571,B
808,0.16964383,A
809,0.18958105,B
810,0.2555729,E
811,0.28232738,C
812,0.48388755,D
813,0.4838175,D
814,0.35194355,B
815,0.30888817,E
816,0.21702203,E
817,0.25636417,E
818,0.3190959,B
819,0.39271015,C
820,0.42900035,E
821,0.43482977,E
822,0.26283836,E
823,0.4684497,E
824,0.5480376,E
825,0.43631953,E
826,0.45310244,E
827,0.3204986,E
828,0.39635766,E
829,0.46907622,E
830,0.57464135,E
831,0.41479576,E
832,0.46738344,E
833,0.26253426,E
834,0.40332726,E
835,0.28997016,E
836,0.4279059,E
837,0.43482977,E
838,0.56034803,E
839,0.4658965,E
840,0.4719177,E
841,0.39930922,E
842,0.25311434,E
843,0.2679756,E
844,0.3759482,E
845,0.4642834,E
846,0.44556367,E
847,0.51642406,E
848,0.55822825,E
849,0.4425342,E
850,0.3755265,E
851,0.42650396,E
852,0.43594718,E
853,0.5289377,E
854,0.43946758,E
855,0.420168,E
856,0.42911804,E
857,0.3885717,E
858,0.19861054,E
859,0.13076095,E
860,0.29646188,E
861,0.10615889,D
862,0.21055824,A
863,0.21346244,E
864,0.15435018,C
865,0.17086874,B
866,0.10342507,A
867,0.2191884,E
868,0.3032675,E
869,0.22004718,D
870,0.30879837,E
871,0.23329112,E
872,0.32724848,E
873,0.45217437,B
874,0.46647775,B
875,0.49839017,B
876,0.5158137,B
877,0.19943556,A
878,0.38787615,B
879,0.44704276,B
880,0.48645172,B
881,0.108343944,B
882,0.14490494,E
883,0.44988564,B
884,0.4743609,B
885,0.49924487,B
886,0.09327414,C
887,0.15917882,A
888,0.47623482,B
889,0.4808764,B
890,0.5069364,B
891,0.50447524,B
892,0.49920216,B
893,0.14534296,A
894,0.1380667,B
895,0.13436018,D
896,0.16019952,A
897,0.17272837,D
898,0.1474197,C
899,0.18707171,E
900,0.10669509,D
901,0.5405166,A
902,0.16160616,B
903,0.17621948,A
904,0.16338953,E
905,0.26873583,C
906,0.40750223,A
907,0.11730547,D
908,0.14494957,A
909,0.20714658,A
910,0.35695264,B
911,0.2797131,E
912,0.18278295,D
913,0.40614265,E
914,0.12682003,D
915,0.26334995,D
916,0.28488424,E
917,0.6634617,A
918,0.37039083,D
919,0.27002716,D
920,0.534966,A
921,0.25644767,B
922,0.6524664,A
923,0.25605687,D
924,0.65115917,A
925,0.5820863,A
926,0.5846312,D
927,0.23336932,A
928,0.6451374,A
929,0.26913238,B
930,0.27786037,B
931,0.3422588,A
932,0.26903832,B
933,0.6311288,A
934,0.57960033,A
935,0.627409,A
936,0.26623136,D
937,0.4531799,A
938,0.6221877,D
939,0.2565071,A
940,0.09704678,C
941,0.17386314,A
942,0.09492692,C
943,0.13732792,D
944,0.1529867,B
945,0.16674381,D
946,0.10530947,C
947,0.16864415,A
948,0.34729105,D
949,0.35910952,D
950,0.42019713,C
951,0.45156288,C
952,0.50482136,C
953,0.3691092,C
954,0.14032114,A
955,0.2780272,B
956,0.24213152,D
957,0.6022382,C
958,0.33988145,C
959,0.22571585,D
960,0.37162802,C
961,0.16554126,B
962,0.4467473,C
963,0.41386268,C
964,0.4090723,C
965,0.35579225,C
966,0.12563771,C
967,0.42563334,C
968,0.41450274,C
969,0.23586658,D
970,0.15365855,E
971,0.24176541,E
972,0.25202447,E
973,0.18926091,E
974,0.2523362,E
975,0.24318257,E
976,0.23247413,E
977,0.30682057,E
978,0.24999714,E
979,0.24606793,E
980,0.24606793,E
981,0.2923051,E
982,0.19883959,C
983,0.21405414,E
984,0.18811443,C
985,0.1817276,D
986,0.17163923,A
987,0.2156279,E
988,0.19642323,E
989,0.20628588,E
990,0.29322672,E
991,0.30900428,E
992,0.24213931,E
993,0.20256415,E
994,0.23721623,E
995,0.22600532,E
996,0.22334823,E
997,0.28404158,E
998,0.26319218,E
999,0.23774193,E
1000,0.19761746,E
1001,0.24923791,E
1002,0.32627517,E
1003,0.16570541,E
1004,0.2370806,E
1005,0.17142606,E
1006,0.3382851,E
1007,0.29945984,E
1008,0.32282853,E
1009,0.45992303,E
1010,0.2950572,E
1011,0.32808962,E
1012,0.31770632,E
1013,0.32393378,E
1014,0.30616453,E
1015,0.36108285,E
1016,0.46902388,E
1017,0.34950548,E
1018,0.46294752,E
1019,0.47562817,E
1020,0.4709257,E
1021,0.3806815,E
1022,0.28684103,E
1023,0.44171575,E
1024,0.28735942,E
1025,0.2887083,E
1026,0.30377308,E
1027,0.45349103,E
1028,0.4775526,E
1029,0.26855254,E
1030,0.29599562,E
1031,0.30665815,E
1032,0.29749036,E
1033,0.20469221,E
1034,0.22144699,E
1035,0.21884295,E
1036,0.19863996,E
1037,0.19131109,E
1038,0.16969186,E
1039,0.19401184,E
1040,0.1639554,E
1041,0.16892846,E
1042,0.19318019,C
1043,0.20275149,C
1044,0.22313923,A
1045,0.14803547,C
1046,0.17542404,C
1047,0.19148758,C
1048,0.16489336,C
1049,0.19185135,B
1050,0.18758188,C
1051,0.20934983,C
1052,0.19103086,B
1053,0.30238563,A
1054,0.1815772,B
1055,0.17396367,A
1056,0.2148394,A
1057,0.2653733,C
1058,0.26330915,C
1059,0.20701137,C
1060,0.3132568,C
1061,0.31463352,C
1062,0.1878441,B
1063,0.40918565,A
1064,0.19757017,C
1065,0.177968,C
1066,0.24048063,A
1067,0.1391194,A
1068,0.12328755,E
1069,0.16209576,E
1070,0.16161337,E
1071,0.22429672,E
1072,0.18775973,E
1073,0.22210458,E
1074,0.18014342,E
1075,0.16795632,E
1076,0.16556087,E
1077,0.18588313,E
1078,0.15953887,E
1079,0.17599908,E
1080,0.20555751,E
1081,0.21314315,E
1082,0.17716113,E
1083,0.17025517,E
1084,0.16161339,E
1085,0.1859678,E
1086,0.21292108,E
1087,0.21609077,E
1088,0.19494174,E
1089,0.16277759,E
1090,0.18318424,E
1091,0.17107034,E
1092,0.18845521,E
1093,0.18157174,E
1094,0.17536403,E
1095,0.17968997,E
1096,0.1842092,E
1097,0.21896863,E
1098,0.17866948,E
1099,0.16558479,E
1100,0.32457188,E
1101,0.33262354,E
1102,0.1533821,E
1103,0.21822795,E
1104,0.17280142,E
1105,0.18951976,E
1106,0.30118793,E
1107,0.19681641,E
1108,0.32788497,E
1109,0.1663635,E
1110,0.18362166,E
1111,0.1806748,E
1112,0.20216426,E
1113,0.25810146,E
1114,0.21214074,D
1115,0.17025515,E
1116,0.20907727,E
1117,0.22507326,E
1118,0.30908233,E
1119,0.3356241,E
1120,0.34865564,E
1121,0.33156148,E
1122,0.31532562,E
1123,0.32454956,E
1124,0.31648406,E
1125,0.1657078,E
1126,0.17098075,E
1127,0.19942918,E
1128,0.20268223,E
1129,0.28552788,E
1130,0.29083592,E
1131,0.16374731,E
1132,0.20625712,E
1133,0.15830943,B
1134,0.19885343,C
1135,0.15246543,E
1136,0.29332766,E
1137,0.3082288,E
1138,0.18910703,E
1139,0.18910703,E
1140,0.16649526,D
1141,0.14274812,D
1142,0.2609372,D
1143,0.20401743,E
1144,0.16942689,E
1145,0.19690365,D
1146,0.1646482,D
1147,0.19748731,B
1148,0.15550342,E
1149,0.2508186,D
1150,0.27837238,D
1151,0.13636711,C
1152,0.19125843,D
1153,0.17031044,E
1154,0.17965758,E
1155,0.18378398,E
1156,0.1497449,E
1157,0.15763329,E
1158,0.16025387,E
1159,0.21096538,E
1160,0.22520542,E
1161,0.23431103,E
1162,0.26648372,E
1163,0.1674672,B
1164,0.20446105,D
1165,0.20205548,E
1166,0.2226633,A
1167,0.2378508,E
1168,0.2212166,E
1169,0.2327699,B
1170,0.19241014,E
1171,0.19916627,E
1172,0.23906821,E
1173,0.2016655,E
1174,0.1989756,E
1175,0.18312724,E
1176,0.20462814,E
1177,0.20135441,E
1178,0.25559577,E
1179,0.18086186,C
1180,0.18358454,E
1181,0.22484322,E
1182,0.35319707,E
1183,0.31833223,E
1184,0.22984684,E
1185,0.24375859,E
1186,0.2145001,E
1187,0.5667174,E
1188,0.4179273,E
1189,0.4627613,E
1190,0.54569346,E
1191,0.44745654,E
1192,0.55740726,E
1193,0.5075854,E
1194,0.5295872,E
1195,0.5291468,E
1196,0.5067351,E
1197,0.46039623,E
1198,0.4804839,E
1199,0.5649563,E
1200,0.56495637,E
1201,0.4619978,E
1202,0.5607421,E
1203,0.4651937,E
1204,0.54748136,E
1205,0.5512736,E
1206,0.5634906,E
1207,0.5159396,E
1208,0.43655112,E
1209,0.5131562,E
1210,0.47965908,E
1211,0.54365116,E
1212,0.52958,E
1213,0.4985844,E
1214,0.47988933,E
1215,0.52352715,E
1216,0.41278785,E
1217,0.55205584,E
1218,0.53077793,E
1219,0.5069381,E
1220,0.5143557,E
1221,0.5119396,E
1222,0.54894805,E
1223,0.42771637,E
1224,0.42367387,E
1225,0.20551023,E
1226,0.3824566,E
1227,0.38983116,E
1228,0.37670484,E
1229,0.37334862,E
1230,0.21276236,E
1231,0.21982667,E
1232,0.50962895,E
1233,0.45322204,E
1234,0.4705901,E
1235,0.52882874,E
1236,0.4747931,E
1237,0.24512193,E
1238,0.2072531,E
1239,0.21836281,E
1240,0.22443086,E
1241,0.17017509,E
1242,0.23176827,E
1243,0.30390042,E
1244,0.19938707,E
1245,0.22368082,E
1246,0.19609451,E
1247,0.21518731,E
1248,0.21202227,E
1249,0.21147132,E
1250,0.22957626,E
1251,0.21697412,C
1252,0.1771079,C
1253,0.3064911,C
1254,0.19314317,A
1255,0.30724102,A
1256,0.18857461,A
1257,0.19978783,E
1258,0.1834786,A
1259,0.41320044,C
1260,0.38046333,C
1261,0.40352803,C
1262,0.19918889,C
1263,0.42967522,C
1264,0.36365822,C
1265,0.26396972,C
1266,0.20190305,C
1267,0.19312115,B
1268,0.19465892,A
1269,0.20821941,A
1270,0.20716596,A
1271,0.20780699,B
1272,0.17429516,C
1273,0.1795462,C
1274,0.22443312,E
1275,0.17889705,C
1276,0.19108361,D
1277,0.19031991,C
1278,0.20089027,C
1279,0.1760283,B
1280,0.201347,D
1281,0.18542774,C
1282,0.19524801,D
1283,0.18946302,E
1284,0.19769293,E
1285,0.15110499,B
1286,0.1852673,C
1287,0.18256907,B
1288,0.2325801,E
1289,0.22758059,E
1290,0.26755792,E
1291,0.19235232,E
1292,0.3935693,D
1293,0.18290699,E
1294,0.17885701,E
1295,0.17823368,E
1296,0.23908727,E
1297,0.22450265,E
1298,0.32640657,E
1299,0.18949027,E
1300,0.29554194,E
1301,0.30064428,E
1302,0.16877663,E
1303,0.17758223,E
1304,0.21990258,E
1305,0.14928052,E
1306,0.25181663,E
1307,0.23364335,E
1308,0.18851194,E
1309,0.16432434,E
1310,0.2650173,E
1311,0.2061773,E
1312,0.1546126,E
1313,0.17233914,E
1314,0.19334444,E
1315,0.24429283,E
1316,0.176707,E
1317,0.1776888,E
1318,0.212261,E
1319,0.20402415,E
1320,0.20704618,E
1321,0.3428899,E
1322,0.3645886,E
1323,0.20300673,E
1324,0.2873619,E
1325,0.30785638,E
1326,0.5255219,E
1327,0.5235702,E
1328,0.45224756,E
1329,0.5173334,E
1330,0.49151248,E
1331,0.4432366,E
1332,0.4223202,E
1333,0.4204054,E
1334,0.517135,E
1335,0.42123273,E
1336,0.22842792,E
1337,0.21381584,E
1338,0.2173965,E
1339,0.22924423,E
1340,0.20784834,E
1341,0.25956798,E
1342,0.2257263,E
1343,0.28565955,E
1344,0.22285515,E
1345,0.23755577,E
1346,0.20237741,E
1347,0.28757402,E
1348,0.28052664,E
1349,0.19299749,E
1350,0.17009416,E
1351,0.24398752,E
1352,0.1760877,E
1353,0.33243018,E
1354,0.33315396,E
1355,0.44475937,E
1356,0.34774345,E
1357,0.44157326,E
1358,0.3308792,E
1359,0.3438335,E
1360,0.41654015,E
1361,0.3980234,E
1362,0.20371294,E
1363,0.20145807,E
